,Label
4685,NonEB
5151,NonEB
12392,EB
13244,EB
8414,EB
3563,NonEB
4868,NonEB
13421,EB
8519,EB
9770,EB
8147,EB
6880,EB
81,NonEB
10205,EB
13001,EB
7819,EB
5582,EB
10493,EB
1797,NonEB
8306,EB
3190,NonEB
7513,EB
11173,EB
4189,NonEB
5905,EB
6787,EB
7953,EB
12798,EB
7254,EB
1099,NonEB
8473,EB
10887,EB
10419,EB
4220,NonEB
704,NonEB
464,NonEB
11205,EB
11531,EB
4498,NonEB
4852,NonEB
10173,EB
2985,NonEB
6486,EB
8047,EB
2654,NonEB
10720,EB
6360,EB
8784,EB
549,NonEB
10833,EB
6632,EB
279,NonEB
8236,EB
5243,EB
9749,EB
7067,EB
863,NonEB
891,NonEB
2008,NonEB
3172,NonEB
739,NonEB
8138,EB
1089,NonEB
12139,EB
9665,EB
3530,NonEB
5355,EB
3200,NonEB
372,NonEB
8108,EB
5720,EB
3026,NonEB
2800,NonEB
11773,EB
8049,EB
13579,EB
13525,EB
9781,EB
7805,EB
2282,NonEB
7637,EB
6916,EB
12039,EB
4303,NonEB
9558,EB
7093,EB
10482,EB
8682,EB
11189,EB
11554,EB
7546,EB
1466,NonEB
8448,EB
12103,EB
7426,EB
10109,EB
12141,EB
1688,NonEB
3643,NonEB
12140,EB
5649,EB
11846,EB
11269,EB
458,NonEB
1639,NonEB
7305,EB
6942,EB
13189,EB
8125,EB
11330,EB
12189,EB
7379,EB
6394,EB
2079,NonEB
4184,NonEB
13410,EB
6388,EB
8690,EB
11338,EB
4506,NonEB
9479,EB
678,NonEB
4880,NonEB
6150,EB
10020,EB
6034,EB
9850,EB
9958,EB
8573,EB
8447,EB
4525,NonEB
9428,EB
3910,NonEB
13699,EB
10077,EB
7719,EB
8764,EB
4702,NonEB
12027,EB
1036,NonEB
9199,EB
7221,EB
9100,EB
6562,EB
1340,NonEB
9486,EB
3944,NonEB
1747,NonEB
7776,EB
12199,EB
4414,NonEB
7822,EB
7614,EB
6539,EB
10460,EB
11495,EB
8353,EB
8593,EB
12823,EB
7947,EB
6554,EB
7350,EB
7299,EB
7663,EB
4339,NonEB
3889,NonEB
11731,EB
5776,EB
4622,NonEB
4080,NonEB
1141,NonEB
6297,EB
5550,EB
6550,EB
824,NonEB
12977,EB
450,NonEB
2038,NonEB
1402,NonEB
13641,EB
4620,NonEB
13319,EB
13606,EB
5374,EB
1215,NonEB
7376,EB
11573,EB
12418,EB
12672,EB
10223,EB
1602,NonEB
5940,EB
371,NonEB
9881,EB
6891,EB
9787,EB
351,NonEB
8394,EB
1886,NonEB
196,NonEB
10424,EB
3130,NonEB
4490,NonEB
9701,EB
12567,EB
12347,EB
8018,EB
8205,EB
11447,EB
1752,NonEB
5644,EB
11045,EB
9006,EB
7187,EB
7110,EB
3285,NonEB
5839,EB
905,NonEB
523,NonEB
3324,NonEB
13275,EB
1153,NonEB
774,NonEB
12115,EB
6709,EB
12581,EB
9632,EB
5400,EB
11367,EB
11047,EB
1910,NonEB
5600,EB
7641,EB
9396,EB
5544,EB
12368,EB
3439,NonEB
262,NonEB
10409,EB
11727,EB
12951,EB
13767,EB
889,NonEB
3903,NonEB
8089,EB
5351,EB
12437,EB
8207,EB
268,NonEB
6714,EB
11347,EB
10087,EB
11739,EB
6625,EB
9471,EB
8824,EB
1526,NonEB
3015,NonEB
7435,EB
12872,EB
3247,NonEB
13367,EB
983,NonEB
12877,EB
9941,EB
3038,NonEB
66,NonEB
7716,EB
5663,EB
6623,EB
8082,EB
7192,EB
7298,EB
6829,EB
3149,NonEB
896,NonEB
12213,EB
13290,EB
2979,NonEB
8225,EB
10153,EB
10668,EB
6405,EB
5752,EB
12438,EB
2760,NonEB
10753,EB
1458,NonEB
150,NonEB
12531,EB
9927,EB
7905,EB
10607,EB
13237,EB
1772,NonEB
11561,EB
9043,EB
2,NonEB
6234,EB
5981,EB
1889,NonEB
5378,EB
2761,NonEB
11839,EB
11031,EB
7499,EB
5051,NonEB
7787,EB
10687,EB
12856,EB
7281,EB
6531,EB
1589,NonEB
5925,EB
5494,EB
2984,NonEB
10178,EB
7650,EB
744,NonEB
10126,EB
6826,EB
8362,EB
2960,NonEB
9366,EB
3801,NonEB
10048,EB
13535,EB
6267,EB
2397,NonEB
5028,NonEB
6744,EB
2502,NonEB
2284,NonEB
5692,EB
3692,NonEB
10283,EB
3236,NonEB
3525,NonEB
9515,EB
10084,EB
7142,EB
13544,EB
569,NonEB
2253,NonEB
603,NonEB
385,NonEB
4971,NonEB
10928,EB
2721,NonEB
12457,EB
3992,NonEB
8898,EB
10444,EB
5246,EB
13574,EB
11321,EB
4092,NonEB
3619,NonEB
8123,EB
57,NonEB
11907,EB
3768,NonEB
11903,EB
1909,NonEB
3446,NonEB
2849,NonEB
6738,EB
1009,NonEB
9626,EB
5683,EB
10622,EB
8592,EB
876,NonEB
4681,NonEB
9870,EB
8486,EB
12243,EB
788,NonEB
4070,NonEB
6274,EB
8969,EB
13572,EB
11571,EB
10042,EB
6347,EB
1137,NonEB
10033,EB
5542,EB
9278,EB
10004,EB
4281,NonEB
4763,NonEB
6807,EB
3193,NonEB
6326,EB
2553,NonEB
10115,EB
2333,NonEB
4515,NonEB
5329,EB
1426,NonEB
651,NonEB
7840,EB
837,NonEB
7484,EB
4369,NonEB
13552,EB
11997,EB
10858,EB
7498,EB
4691,NonEB
10932,EB
9475,EB
533,NonEB
9551,EB
8126,EB
1124,NonEB
9245,EB
10803,EB
5128,NonEB
4187,NonEB
10620,EB
11586,EB
2090,NonEB
11355,EB
12765,EB
8423,EB
13472,EB
3699,NonEB
6237,EB
4516,NonEB
2666,NonEB
7251,EB
970,NonEB
9796,EB
1030,NonEB
3933,NonEB
12181,EB
7743,EB
1888,NonEB
12401,EB
6659,EB
7767,EB
10219,EB
3616,NonEB
12224,EB
1337,NonEB
5237,EB
5607,EB
1580,NonEB
9954,EB
5207,EB
48,NonEB
9114,EB
8833,EB
8779,EB
10940,EB
3097,NonEB
3976,NonEB
4355,NonEB
192,NonEB
9725,EB
9538,EB
12173,EB
9341,EB
9029,EB
1433,NonEB
1638,NonEB
1749,NonEB
7260,EB
1419,NonEB
11153,EB
6399,EB
6017,EB
5442,EB
11501,EB
11484,EB
9002,EB
6453,EB
4671,NonEB
3962,NonEB
1031,NonEB
6504,EB
1449,NonEB
8436,EB
4326,NonEB
9543,EB
7800,EB
2035,NonEB
12564,EB
7737,EB
12949,EB
3430,NonEB
2925,NonEB
4288,NonEB
4312,NonEB
11930,EB
1287,NonEB
10218,EB
5126,NonEB
11202,EB
1310,NonEB
11225,EB
4935,NonEB
5341,EB
5973,EB
1139,NonEB
11741,EB
5282,EB
12582,EB
12161,EB
5515,EB
6198,EB
5121,NonEB
3194,NonEB
6287,EB
1289,NonEB
6703,EB
5993,EB
13365,EB
9319,EB
8673,EB
3426,NonEB
2215,NonEB
2791,NonEB
13649,EB
13137,EB
776,NonEB
12637,EB
3118,NonEB
12517,EB
2289,NonEB
10235,EB
6228,EB
295,NonEB
13307,EB
5555,EB
2484,NonEB
2417,NonEB
10715,EB
9336,EB
1156,NonEB
12445,EB
578,NonEB
4115,NonEB
3333,NonEB
6105,EB
2060,NonEB
12309,EB
10730,EB
12723,EB
8686,EB
8257,EB
4991,NonEB
13433,EB
11250,EB
10997,EB
3624,NonEB
10894,EB
9902,EB
4998,NonEB
2460,NonEB
2189,NonEB
564,NonEB
9529,EB
5533,EB
5250,EB
4133,NonEB
13278,EB
3013,NonEB
3642,NonEB
5366,EB
5480,EB
5763,EB
1769,NonEB
6518,EB
1662,NonEB
2844,NonEB
8622,EB
11005,EB
5817,EB
12441,EB
6752,EB
5167,NonEB
2962,NonEB
2278,NonEB
2206,NonEB
11168,EB
257,NonEB
3043,NonEB
11593,EB
13505,EB
1278,NonEB
12117,EB
2874,NonEB
8320,EB
6883,EB
841,NonEB
8349,EB
6010,EB
637,NonEB
7353,EB
767,NonEB
4282,NonEB
5413,EB
9307,EB
2915,NonEB
6333,EB
3703,NonEB
7859,EB
959,NonEB
9839,EB
7799,EB
5935,EB
1420,NonEB
10496,EB
2906,NonEB
1320,NonEB
12452,EB
3036,NonEB
11785,EB
7016,EB
1564,NonEB
1388,NonEB
11348,EB
12238,EB
2363,NonEB
12214,EB
3016,NonEB
10399,EB
10962,EB
10147,EB
7257,EB
12902,EB
7042,EB
13386,EB
5206,EB
5932,EB
5717,EB
3192,NonEB
13081,EB
1897,NonEB
1475,NonEB
1477,NonEB
10253,EB
10565,EB
12490,EB
4152,NonEB
2670,NonEB
2355,NonEB
1338,NonEB
8664,EB
1471,NonEB
7373,EB
10813,EB
1234,NonEB
11810,EB
9891,EB
10744,EB
7475,EB
6018,EB
8139,EB
5547,EB
7685,EB
5646,EB
10633,EB
9901,EB
10584,EB
12565,EB
7626,EB
11802,EB
7821,EB
2773,NonEB
1862,NonEB
13431,EB
638,NonEB
1485,NonEB
5545,EB
1907,NonEB
12859,EB
8213,EB
11651,EB
9263,EB
5280,EB
6116,EB
10406,EB
7089,EB
13554,EB
2825,NonEB
280,NonEB
9675,EB
8449,EB
8008,EB
6428,EB
4692,NonEB
1974,NonEB
9916,EB
819,NonEB
7344,EB
2326,NonEB
8640,EB
5267,EB
4449,NonEB
4087,NonEB
3105,NonEB
2442,NonEB
1470,NonEB
1915,NonEB
2518,NonEB
12842,EB
10551,EB
1330,NonEB
7489,EB
753,NonEB
1522,NonEB
6258,EB
1966,NonEB
10469,EB
13707,EB
13089,EB
7364,EB
2291,NonEB
11856,EB
663,NonEB
3155,NonEB
8045,EB
3658,NonEB
1977,NonEB
10065,EB
5825,EB
9862,EB
7672,EB
2687,NonEB
4646,NonEB
271,NonEB
6876,EB
3191,NonEB
10953,EB
10144,EB
13285,EB
378,NonEB
11970,EB
60,NonEB
7996,EB
7234,EB
1624,NonEB
11545,EB
11295,EB
5380,EB
10545,EB
4715,NonEB
3449,NonEB
13620,EB
5841,EB
11553,EB
2168,NonEB
215,NonEB
10328,EB
124,NonEB
2113,NonEB
4244,NonEB
13558,EB
8445,EB
9090,EB
1380,NonEB
5803,EB
11290,EB
1665,NonEB
3565,NonEB
6035,EB
2352,NonEB
1983,NonEB
12001,EB
8974,EB
2723,NonEB
7079,EB
6970,EB
3220,NonEB
13613,EB
7046,EB
10695,EB
5652,EB
7664,EB
330,NonEB
4737,NonEB
2435,NonEB
12875,EB
12822,EB
2157,NonEB
1871,NonEB
9372,EB
5299,EB
12057,EB
8629,EB
2638,NonEB
13692,EB
3136,NonEB
7522,EB
4057,NonEB
1200,NonEB
11068,EB
1457,NonEB
6860,EB
6582,EB
2186,NonEB
12043,EB
12947,EB
4363,NonEB
1235,NonEB
13442,EB
2027,NonEB
7268,EB
3279,NonEB
11178,EB
9347,EB
9855,EB
11135,EB
9537,EB
6480,EB
116,NonEB
12421,EB
9664,EB
8922,EB
1112,NonEB
4297,NonEB
3819,NonEB
11708,EB
921,NonEB
6620,EB
3418,NonEB
5579,EB
8470,EB
4392,NonEB
11587,EB
7107,EB
7075,EB
2565,NonEB
12183,EB
1054,NonEB
2730,NonEB
3989,NonEB
10947,EB
6279,EB
7442,EB
6874,EB
6172,EB
6107,EB
4183,NonEB
6621,EB
12442,EB
2815,NonEB
10893,EB
13341,EB
12320,EB
2487,NonEB
6313,EB
11855,EB
4022,NonEB
7752,EB
4062,NonEB
8865,EB
9917,EB
3835,NonEB
4509,NonEB
1777,NonEB
539,NonEB
12758,EB
6969,EB
6384,EB
3401,NonEB
6961,EB
4157,NonEB
10370,EB
84,NonEB
5775,EB
838,NonEB
13094,EB
7561,EB
12359,EB
625,NonEB
4841,NonEB
5039,NonEB
10023,EB
263,NonEB
8249,EB
4736,NonEB
12425,EB
9959,EB
392,NonEB
3564,NonEB
11537,EB
3281,NonEB
6779,EB
13161,EB
1660,NonEB
10525,EB
8862,EB
3739,NonEB
12083,EB
4785,NonEB
4979,NonEB
8705,EB
423,NonEB
4475,NonEB
8513,EB
110,NonEB
749,NonEB
8025,EB
2431,NonEB
8002,EB
10600,EB
3818,NonEB
3140,NonEB
11964,EB
9880,EB
12546,EB
6157,EB
5521,EB
4679,NonEB
4716,NonEB
2997,NonEB
8742,EB
2166,NonEB
8769,EB
6413,EB
7196,EB
7744,EB
7722,EB
831,NonEB
11528,EB
8302,EB
9698,EB
6177,EB
6937,EB
5026,NonEB
5917,EB
2848,NonEB
12008,EB
7429,EB
4008,NonEB
1828,NonEB
13455,EB
2711,NonEB
12310,EB
9969,EB
2115,NonEB
13049,EB
7871,EB
5196,NonEB
13438,EB
6219,EB
10230,EB
86,NonEB
6362,EB
195,NonEB
11768,EB
12110,EB
8809,EB
10645,EB
12752,EB
220,NonEB
10467,EB
12733,EB
8542,EB
5436,EB
1878,NonEB
4806,NonEB
10012,EB
13383,EB
1194,NonEB
13205,EB
12719,EB
9788,EB
5187,NonEB
5951,EB
4423,NonEB
9368,EB
10963,EB
2375,NonEB
9454,EB
4547,NonEB
8693,EB
4827,NonEB
10429,EB
6803,EB
12205,EB
13494,EB
6999,EB
10345,EB
7790,EB
11050,EB
723,NonEB
13238,EB
7955,EB
9224,EB
1521,NonEB
1879,NonEB
13115,EB
12901,EB
6851,EB
6704,EB
2094,NonEB
3330,NonEB
8803,EB
13210,EB
5863,EB
4071,NonEB
7657,EB
12918,EB
5098,NonEB
9321,EB
1676,NonEB
2930,NonEB
8688,EB
3087,NonEB
7397,EB
13393,EB
4828,NonEB
9573,EB
2290,NonEB
890,NonEB
8771,EB
7183,EB
11576,EB
12964,EB
3781,NonEB
9303,EB
13681,EB
7145,EB
5010,NonEB
6798,EB
6418,EB
2313,NonEB
3053,NonEB
5108,NonEB
333,NonEB
5877,EB
7647,EB
3477,NonEB
1006,NonEB
13206,EB
2649,NonEB
9493,EB
7775,EB
861,NonEB
11386,EB
5158,NonEB
9762,EB
4894,NonEB
144,NonEB
3199,NonEB
6929,EB
5152,NonEB
7490,EB
12469,EB
1332,NonEB
5597,EB
2383,NonEB
5605,EB
8192,EB
7951,EB
11187,EB
7346,EB
783,NonEB
3959,NonEB
7424,EB
9980,EB
4698,NonEB
2598,NonEB
1247,NonEB
355,NonEB
8767,EB
9334,EB
2000,NonEB
2070,NonEB
9960,EB
4904,NonEB
218,NonEB
2686,NonEB
4479,NonEB
11529,EB
6701,EB
5639,EB
12299,EB
2010,NonEB
643,NonEB
3263,NonEB
8637,EB
2675,NonEB
3596,NonEB
1408,NonEB
3082,NonEB
12651,EB
8842,EB
5036,NonEB
11870,EB
12423,EB
2370,NonEB
4054,NonEB
4752,NonEB
1603,NonEB
11610,EB
7556,EB
3356,NonEB
12963,EB
786,NonEB
12311,EB
6835,EB
12364,EB
11720,EB
1275,NonEB
3675,NonEB
13530,EB
6855,EB
7263,EB
7197,EB
12678,EB
4441,NonEB
6408,EB
4264,NonEB
3806,NonEB
10978,EB
9524,EB
12790,EB
10972,EB
1733,NonEB
6786,EB
8991,EB
7990,EB
5642,EB
3587,NonEB
807,NonEB
9292,EB
55,NonEB
5842,EB
1189,NonEB
2100,NonEB
7488,EB
1890,NonEB
4757,NonEB
5957,EB
852,NonEB
11500,EB
4764,NonEB
1428,NonEB
1498,NonEB
12687,EB
3488,NonEB
4802,NonEB
13698,EB
11669,EB
92,NonEB
8489,EB
13079,EB
7215,EB
4435,NonEB
3037,NonEB
5681,EB
7056,EB
2505,NonEB
2144,NonEB
768,NonEB
5884,EB
8429,EB
4829,NonEB
7770,EB
9013,EB
1262,NonEB
7124,EB
8800,EB
11342,EB
9692,EB
9391,EB
10151,EB
2946,NonEB
7393,EB
3926,NonEB
8881,EB
11524,EB
556,NonEB
8839,EB
11150,EB
1284,NonEB
12703,EB
12026,EB
304,NonEB
5956,EB
12460,EB
9757,EB
2863,NonEB
4521,NonEB
12256,EB
7248,EB
9809,EB
9991,EB
12258,EB
8050,EB
201,NonEB
2594,NonEB
4550,NonEB
6935,EB
3187,NonEB
5764,EB
1501,NonEB
763,NonEB
13042,EB
11477,EB
11799,EB
1143,NonEB
7997,EB
12955,EB
7195,EB
4190,NonEB
12667,EB
11449,EB
4571,NonEB
2830,NonEB
13163,EB
6099,EB
1816,NonEB
4491,NonEB
9140,EB
7596,EB
9218,EB
6390,EB
7566,EB
11103,EB
3288,NonEB
517,NonEB
10188,EB
9107,EB
9,NonEB
3138,NonEB
5360,EB
6336,EB
12090,EB
4748,NonEB
9553,EB
10602,EB
7264,EB
6847,EB
8753,EB
9673,EB
3949,NonEB
2715,NonEB
5038,NonEB
2912,NonEB
12118,EB
12254,EB
13013,EB
11436,EB
8034,EB
12998,EB
3211,NonEB
11364,EB
2650,NonEB
10317,EB
395,NonEB
9447,EB
6055,EB
5686,EB
469,NonEB
9955,EB
12068,EB
4725,NonEB
6903,EB
2044,NonEB
12400,EB
10461,EB
8190,EB
6616,EB
4485,NonEB
551,NonEB
5641,EB
10714,EB
12744,EB
2471,NonEB
5208,EB
12387,EB
6931,EB
11714,EB
11104,EB
10856,EB
7306,EB
13053,EB
5623,EB
8888,EB
12557,EB
8840,EB
12633,EB
12976,EB
17,NonEB
213,NonEB
5685,EB
2836,NonEB
1885,NonEB
6668,EB
7730,EB
6521,EB
8204,EB
11156,EB
1101,NonEB
12795,EB
8170,EB
9667,EB
808,NonEB
13622,EB
12538,EB
5362,EB
8479,EB
1077,NonEB
7043,EB
10348,EB
3331,NonEB
11871,EB
7600,EB
7188,EB
3390,NonEB
9021,EB
1674,NonEB
13690,EB
10164,EB
10490,EB
9116,EB
3808,NonEB
3008,NonEB
2722,NonEB
2927,NonEB
4986,NonEB
12227,EB
12086,EB
8031,EB
13627,EB
12700,EB
9345,EB
401,NonEB
1552,NonEB
5306,EB
6103,EB
265,NonEB
13253,EB
420,NonEB
10325,EB
6560,EB
6622,EB
13432,EB
3298,NonEB
7300,EB
10225,EB
13223,EB
9182,EB
7465,EB
3423,NonEB
12073,EB
8853,EB
7395,EB
360,NonEB
8100,EB
3736,NonEB
634,NonEB
7361,EB
8878,EB
11010,EB
9467,EB
1695,NonEB
4372,NonEB
3383,NonEB
10372,EB
3134,NonEB
7798,EB
2615,NonEB
13413,EB
3018,NonEB
3893,NonEB
9349,EB
3124,NonEB
5985,EB
12644,EB
9952,EB
11551,EB
3842,NonEB
11743,EB
2539,NonEB
12119,EB
9530,EB
13116,EB
6693,EB
2414,NonEB
10485,EB
10258,EB
12476,EB
12639,EB
12984,EB
6489,EB
12940,EB
7826,EB
3696,NonEB
12840,EB
3157,NonEB
7802,EB
7823,EB
11815,EB
8116,EB
5388,EB
3162,NonEB
1108,NonEB
10728,EB
12042,EB
11203,EB
12080,EB
11049,EB
8296,EB
7884,EB
12793,EB
12932,EB
13182,EB
13199,EB
6102,EB
4317,NonEB
2993,NonEB
4528,NonEB
4860,NonEB
8154,EB
5819,EB
5114,NonEB
7537,EB
7749,EB
8336,EB
2272,NonEB
12686,EB
13350,EB
4202,NonEB
6649,EB
3672,NonEB
8402,EB
6886,EB
2667,NonEB
13068,EB
4228,NonEB
10073,EB
4618,NonEB
7567,EB
10648,EB
13557,EB
12478,EB
2965,NonEB
5916,EB
4278,NonEB
12197,EB
12989,EB
10905,EB
7761,EB
10606,EB
6353,EB
8458,EB
6062,EB
4315,NonEB
6721,EB
11306,EB
42,NonEB
2708,NonEB
3881,NonEB
4141,NonEB
8351,EB
9682,EB
11365,EB
11194,EB
1881,NonEB
8735,EB
620,NonEB
6434,EB
1937,NonEB
10038,EB
9055,EB
13142,EB
3148,NonEB
2359,NonEB
10134,EB
12587,EB
3466,NonEB
8966,EB
7451,EB
9639,EB
2701,NonEB
13394,EB
2337,NonEB
11661,EB
8988,EB
11408,EB
8325,EB
8443,EB
2419,NonEB
3657,NonEB
4415,NonEB
4944,NonEB
7870,EB
12534,EB
10206,EB
3361,NonEB
7469,EB
137,NonEB
8248,EB
7085,EB
3253,NonEB
7648,EB
9102,EB
8182,EB
1697,NonEB
12004,EB
9703,EB
10712,EB
1394,NonEB
12802,EB
172,NonEB
5706,EB
5810,EB
7550,EB
2101,NonEB
6242,EB
8801,EB
1976,NonEB
10580,EB
1142,NonEB
4928,NonEB
9039,EB
6939,EB
5227,EB
6477,EB
12262,EB
3117,NonEB
4532,NonEB
6495,EB
10860,EB
608,NonEB
4896,NonEB
8613,EB
12622,EB
2571,NonEB
5834,EB
12241,EB
379,NonEB
1867,NonEB
7368,EB
13493,EB
6733,EB
2817,NonEB
7791,EB
7956,EB
9877,EB
1791,NonEB
404,NonEB
9473,EB
4329,NonEB
1996,NonEB
6684,EB
9337,EB
6724,EB
11632,EB
7658,EB
12657,EB
1010,NonEB
13266,EB
4375,NonEB
8986,EB
10085,EB
8841,EB
6474,EB
13437,EB
1545,NonEB
7022,EB
3601,NonEB
9148,EB
2679,NonEB
5700,EB
8633,EB
3725,NonEB
4179,NonEB
2449,NonEB
10181,EB
12109,EB
2732,NonEB
2764,NonEB
12125,EB
89,NonEB
7933,EB
8467,EB
7437,EB
7294,EB
7096,EB
12806,EB
10867,EB
2807,NonEB
10057,EB
11201,EB
7977,EB
4031,NonEB
9506,EB
2904,NonEB
5976,EB
7044,EB
3074,NonEB
13173,EB
11958,EB
3415,NonEB
8892,EB
10353,EB
5896,EB
2233,NonEB
12743,EB
12084,EB
12249,EB
5695,EB
1541,NonEB
4342,NonEB
7763,EB
412,NonEB
4615,NonEB
3357,NonEB
400,NonEB
2300,NonEB
866,NonEB
7701,EB
11487,EB
13531,EB
1914,NonEB
2321,NonEB
10830,EB
2091,NonEB
21,NonEB
2119,NonEB
8463,EB
7668,EB
12683,EB
12046,EB
8773,EB
1611,NonEB
6516,EB
8900,EB
5606,EB
5553,EB
12805,EB
10676,EB
8792,EB
12306,EB
2288,NonEB
6089,EB
13581,EB
10935,EB
9252,EB
13773,EB
5011,NonEB
8606,EB
4482,NonEB
9023,EB
5675,EB
6272,EB
10809,EB
12497,EB
5047,NonEB
9844,EB
4401,NonEB
6696,EB
9871,EB
2819,NonEB
5830,EB
350,NonEB
11999,EB
10754,EB
5907,EB
9036,EB
10737,EB
8409,EB
781,NonEB
8095,EB
12061,EB
2651,NonEB
11351,EB
183,NonEB
1448,NonEB
7649,EB
13381,EB
11858,EB
6053,EB
5421,EB
7584,EB
2543,NonEB
12655,EB
3108,NonEB
1381,NonEB
7696,EB
6450,EB
9281,EB
10511,EB
8956,EB
6322,EB
6776,EB
1345,NonEB
10089,EB
4562,NonEB
11385,EB
2945,NonEB
7687,EB
9849,EB
3116,NonEB
3936,NonEB
10072,EB
8327,EB
1927,NonEB
7481,EB
10224,EB
2703,NonEB
848,NonEB
5885,EB
4717,NonEB
9509,EB
7927,EB
8602,EB
10734,EB
9312,EB
12930,EB
514,NonEB
649,NonEB
6713,EB
9121,EB
630,NonEB
3462,NonEB
6730,EB
12797,EB
8469,EB
1344,NonEB
1659,NonEB
12375,EB
8538,EB
1249,NonEB
7497,EB
10418,EB
11382,EB
13465,EB
12458,EB
12645,EB
1692,NonEB
9302,EB
5624,EB
6041,EB
2468,NonEB
13643,EB
4013,NonEB
4012,NonEB
11781,EB
7766,EB
619,NonEB
12986,EB
8634,EB
809,NonEB
2896,NonEB
3927,NonEB
6113,EB
11706,EB
1677,NonEB
8357,EB
5240,EB
2958,NonEB
1514,NonEB
10374,EB
4077,NonEB
1302,NonEB
10521,EB
1068,NonEB
2535,NonEB
10968,EB
6875,EB
8889,EB
3676,NonEB
8013,EB
12288,EB
4214,NonEB
2805,NonEB
9273,EB
6185,EB
13017,EB
3691,NonEB
7910,EB
3233,NonEB
7942,EB
286,NonEB
13459,EB
6342,EB
11938,EB
10273,EB
4916,NonEB
11974,EB
7269,EB
13674,EB
8501,EB
7839,EB
5146,NonEB
2806,NonEB
3481,NonEB
4898,NonEB
9154,EB
13414,EB
4248,NonEB
11936,EB
8731,EB
8338,EB
11463,EB
11003,EB
10965,EB
8507,EB
13601,EB
7343,EB
4096,NonEB
2066,NonEB
10095,EB
11037,EB
11987,EB
12267,EB
13351,EB
303,NonEB
5573,EB
6284,EB
6945,EB
3349,NonEB
12660,EB
12515,EB
4892,NonEB
13149,EB
1441,NonEB
2385,NonEB
8703,EB
3024,NonEB
4467,NonEB
12706,EB
4672,NonEB
3539,NonEB
10481,EB
4269,NonEB
9651,EB
10330,EB
5837,EB
4450,NonEB
12454,EB
2341,NonEB
8511,EB
13325,EB
3089,NonEB
544,NonEB
4496,NonEB
3084,NonEB
10631,EB
10609,EB
6541,EB
12746,EB
2356,NonEB
3784,NonEB
7420,EB
6747,EB
13322,EB
10158,EB
4481,NonEB
5322,EB
10167,EB
1172,NonEB
9254,EB
3940,NonEB
2076,NonEB
12985,EB
12881,EB
7902,EB
7468,EB
3998,NonEB
13481,EB
10886,EB
12167,EB
9412,EB
9806,EB
6291,EB
1535,NonEB
7004,EB
10910,EB
6289,EB
11312,EB
6601,EB
1533,NonEB
2384,NonEB
3428,NonEB
9232,EB
10831,EB
9082,EB
2330,NonEB
5371,EB
1261,NonEB
11787,EB
8275,EB
7624,EB
2719,NonEB
10939,EB
12455,EB
4198,NonEB
8555,EB
285,NonEB
1144,NonEB
13324,EB
1451,NonEB
12395,EB
1934,NonEB
1192,NonEB
12663,EB
670,NonEB
4747,NonEB
4078,NonEB
2542,NonEB
7287,EB
10564,EB
2498,NonEB
818,NonEB
3367,NonEB
8679,EB
4975,NonEB
3759,NonEB
4313,NonEB
12049,EB
2716,NonEB
1260,NonEB
7779,EB
3047,NonEB
2346,NonEB
1737,NonEB
237,NonEB
6796,EB
10491,EB
2055,NonEB
10031,EB
1335,NonEB
2756,NonEB
7123,EB
1103,NonEB
2089,NonEB
2839,NonEB
13299,EB
3178,NonEB
9656,EB
9559,EB
7885,EB
347,NonEB
4461,NonEB
5977,EB
12171,EB
4538,NonEB
5518,EB
4242,NonEB
1202,NonEB
11456,EB
7532,EB
5057,NonEB
12180,EB
8266,EB
4940,NonEB
12492,EB
6645,EB
9045,EB
4750,NonEB
886,NonEB
2971,NonEB
10593,EB
2859,NonEB
12624,EB
4045,NonEB
13035,EB
4966,NonEB
1906,NonEB
9310,EB
10160,EB
4428,NonEB
475,NonEB
5827,EB
13334,EB
8194,EB
2147,NonEB
12785,EB
3637,NonEB
10288,EB
7250,EB
3594,NonEB
11427,EB
10912,EB
2768,NonEB
9440,EB
4733,NonEB
2549,NonEB
5620,EB
5519,EB
7760,EB
10373,EB
4925,NonEB
4316,NonEB
10719,EB
12857,EB
7521,EB
4081,NonEB
4238,NonEB
7446,EB
12887,EB
687,NonEB
1130,NonEB
3695,NonEB
972,NonEB
4569,NonEB
10232,EB
8102,EB
7385,EB
10049,EB
1339,NonEB
2763,NonEB
13308,EB
13607,EB
2996,NonEB
1736,NonEB
3621,NonEB
2401,NonEB
8241,EB
11138,EB
4409,NonEB
11906,EB
12895,EB
5199,NonEB
874,NonEB
6133,EB
3948,NonEB
5346,EB
994,NonEB
5806,EB
7594,EB
9546,EB
6660,EB
5462,EB
10711,EB
1001,NonEB
11140,EB
3738,NonEB
6397,EB
7907,EB
463,NonEB
669,NonEB
4594,NonEB
4595,NonEB
3099,NonEB
8786,EB
4683,NonEB
10472,EB
12518,EB
1607,NonEB
5507,EB
893,NonEB
4954,NonEB
708,NonEB
7732,EB
4094,NonEB
5461,EB
918,NonEB
10832,EB
6299,EB
11494,EB
318,NonEB
11289,EB
1265,NonEB
9374,EB
10274,EB
2304,NonEB
4448,NonEB
2336,NonEB
8565,EB
2199,NonEB
4887,NonEB
8790,EB
2260,NonEB
1994,NonEB
3555,NonEB
1591,NonEB
12736,EB
1938,NonEB
8181,EB
11151,EB
8492,EB
914,NonEB
13279,EB
2315,NonEB
3369,NonEB
2416,NonEB
12671,EB
